Date,Open,High,Low,Close,Vol,OI
3/8/05,687.3,688.5,686.7,688.4,1980,189990
3/9/05,692.4,694.6,692,694.4,7004,193857
3/10/05,694.3,695.2,692.2,694.9,1901,191241
3/11/05,698,698,697.3,697.9,1901,198999
3/14/05,698.2,698.2,693.1,693.1,6939,207467
3/15/05,693.2,694.9,692.3,692.9,3137,213183
3/16/05,693.3,695.7,692.1,695.7,3147,208170
3/17/05,695.9,696,690.6,690.6,2874,200853
3/18/05,691.2,691.6,691,691.6,2874,194176
3/21/05,691.5,691.8,685.5,685.5,426,84030
3/22/05,686.1,686.7,684.4,685.7,587,97278
3/23/05,685.8,686,679.9,680.4,1399,114242
3/24/05,680,680.6,678.4,678.9,753,127861
3/28/05,679.6,680.5,678.5,680.1,426,159603
3/29/05,680.3,681.7,679.7,680.1,1460,190264
3/30/05,680.3,680.9,679.5,680.4,2335,203737
3/31/05,681.1,682.6,680,682.6,2112,204855
4/1/05,679.9,680.3,679.8,680,2112,209684
4/4/05,679.7,680.4,679.1,679.2,2790,208551
4/5/05,677.1,678.3,676.3,678.1,3171,207263
4/6/05,678.1,680.7,677.8,680.7,2947,210109
4/7/05,680.8,681,678.8,679.9,1815,209212
4/8/05,680.8,680.8,680.1,680.5,1815,210449
4/11/05,680.3,682.9,679.7,681.9,2389,213791
4/12/05,682,683.3,680.8,680.8,1705,212846
4/13/05,680.8,682.8,680.4,682.5,3444,213552
4/14/05,682.6,682.8,677.1,677.1,2726,213552
4/15/05,678,678.2,677.7,678,2726,210531
4/18/05,677.8,680.5,676.2,680.5,3053,208849
4/19/05,680.4,685.9,679.6,685.9,2501,212220
4/20/05,686.1,688.2,685.1,688.2,3126,214224
4/21/05,688.1,688.2,685.9,685.9,1469,217775
4/22/05,687.1,688.1,687.1,687.6,1469,220989
4/25/05,687.1,688.1,685.5,687.3,3722,222787
4/26/05,687.3,690.5,687.2,690.5,3351,231273
4/27/05,690.2,690.3,685.6,685.6,3190,226700
4/28/05,685.7,686.2,683.9,683.9,2378,225965
4/29/05,687.5,687.5,686.8,687,2392,229664
5/2/05,687.2,687.5,682,682,3098,225766
5/3/05,682.3,682.9,679.2,679.2,1891,216148
5/4/05,679.2,682.1,679.1,681.5,3858,212656
5/5/05,681.6,684,681.6,682.2,2788,211255
5/6/05,678.4,678.5,678.1,678.4,2788,209169
5/9/05,678.5,678.9,677.3,678.4,2683,207027
5/10/05,678.3,679.8,678.1,679.6,2427,202359
5/11/05,679.5,680.7,678.4,679.4,1995,196686
5/12/05,679.6,679.7,673.7,673.7,4091,187076
5/13/05,672,672.2,671.8,672.1,315,179895
5/16/05,672.5,672.5,670.5,671.4,1977,171818
5/17/05,671,672.4,670.7,672.2,1518,167664
5/18/05,671.5,672.5,670.3,672.5,2775,165405
5/19/05,673.3,674.8,672.8,673.2,2388,162534
5/20/05,672.3,672.6,669,669.2,2613,56673
5/23/05,669.1,669.6,668.5,669.2,171,63271
5/24/05,668.9,671,668,671,439,90797
5/25/05,669.4,670.4,669,669.1,853,123215
5/26/05,670.5,671.6,669.1,670,3561,145835
5/27/05,669.6,671.8,669,671.8,3295,172065
5/31/05,670.5,671.9,666.5,667,5870,180197
6/1/05,667.7,668.9,666.9,668.2,4654,191383
6/2/05,666.8,669,666.2,668.3,5058,181870
6/3/05,673.6,674.8,672.8,673.5,5497,186509
6/6/05,673.6,677.1,673.3,676.7,5078,189237
6/7/05,677.2,678.6,676.8,677.1,5217,182380
6/8/05,675.7,676.8,675.4,676.3,1937,180962
6/9/05,675.2,675.5,674.1,674.2,2519,180616
6/10/05,674.9,678.3,673.8,677.9,1839,183386
6/13/05,677.8,678.3,675.3,677.8,4945,185805
6/14/05,680.1,680.1,677.3,677.7,7000,186864
6/15/05,678,678.3,677,678.3,1308,187247
6/16/05,679.9,682.9,679,682.9,6254,200064
6/17/05,686.7,689,686.1,688.5,6299,206564
6/20/05,688.2,692.2,687.5,691.1,4127,210230
6/21/05,689.1,689.4,684.9,685.7,5778,215028
6/22/05,689.7,690.1,687.3,687.8,4480,213875
6/23/05,688.8,689.4,686.5,688.7,3509,223104
6/24/05,692.1,694.4,690.3,690.5,7280,227506
6/27/05,690,691,689.6,690.1,2741,230685
6/28/05,690.5,690.6,687.7,687.9,3350,224659
6/29/05,686.6,686.6,684.3,685.4,5468,228155
6/30/05,687.5,688.2,686.4,687.4,2568,229862
7/1/05,685.5,686,678.1,678.4,4688,217979
7/5/05,677.4,678.4,675.6,675.9,5129,198361
7/6/05,673.1,674.9,673,674,2640,188549
7/7/05,673.7,679.1,673.3,677.1,13808,189784
7/8/05,673.4,674.8,672.8,673.1,3061,182894
7/11/05,673.5,675.2,672.8,674.8,1536,181418
7/12/05,675.2,677.5,675.2,676.7,2848,178242
7/13/05,676.1,677,675,675.4,2732,173609
7/14/05,673.7,674.1,671.9,672.6,2456,170218
7/15/05,669,670.8,668.3,670.7,3296,166319
7/18/05,670.7,671.4,670.4,670.6,1509,162868
7/19/05,670.1,671.4,668.6,668.9,4748,158563
7/20/05,669.9,670.5,669,670,2072,151997
7/21/05,671.5,674.2,671.5,673.5,4734,139615
7/22/05,675,675.9,673.8,674.6,3626,126043
7/25/05,674.1,674.6,673.3,673.7,3350,95467
7/26/05,675,675.1,672.5,672.7,4286,68050
7/27/05,672.4,672.6,671.5,671.8,2094,35644
7/28/05,674,674.5,673.4,674.3,916,183026
7/29/05,676.5,678.7,675.8,678.2,2327,187625
8/1/05,678.3,680.5,677.6,680.3,5390,187735
8/2/05,680.3,681.3,679.7,680.8,2312,185842
8/3/05,680.7,682.8,679.3,682.4,3879,201969
8/4/05,685.4,685.7,684.1,684.5,3679,213499
8/5/05,686.5,687.3,685.1,685.6,4512,221860
8/8/05,685.6,686.2,684.8,685.8,2488,224208
8/9/05,683.2,684.2,682.1,682.4,3172,228146
8/10/05,682.7,685.3,682.5,684.9,4032,230489
8/11/05,685,687,685,686.6,2551,253845
8/12/05,693.6,698.2,692.7,694.4,7495,257880
8/15/05,694.4,695,690.5,691.3,5977,259480
8/16/05,690,690.9,688.6,689.2,3401,269375
8/17/05,694.5,695,692,692.2,3580,266200
8/18/05,688.2,688.7,686,686.6,5577,267499
8/19/05,687.7,688.9,684.1,684.1,4539,265637
8/22/05,684.3,687.3,683.7,687.1,3956,267584
8/23/05,686.1,688.4,685.7,687.7,2540,267729
8/24/05,687,687.6,685.4,686.9,3036,261428
8/25/05,685.1,687.5,684.8,686.9,3534,261875
8/26/05,686.2,686.6,684.5,685.4,2293,260069
8/29/05,685.7,688.2,684.5,686.1,3715,259223
8/30/05,684.2,684.8,681.4,681.9,4189,225735
8/31/05,678.5,680.8,678.4,678.4,6002,221195
9/1/05,681.3,684,681.2,683.3,4355,225571
9/2/05,689.5,694.3,689.1,690.7,6188,224565
9/6/05,692.3,692.9,689.9,691.1,2671,231327
9/7/05,691.6,692.4,690.2,690.3,2098,231585
9/8/05,691.5,692.4,690.7,692,2943,239618
9/9/05,693.5,696.5,692.6,696.3,3264,248428
9/12/05,696.6,698.7,694.9,695.7,5051,252124
9/13/05,696.6,696.8,694.5,695.4,2536,251552
9/14/05,693,695.7,692.8,695.5,3375,256191
9/15/05,696.7,698.8,695.3,698.7,5534,272441
9/16/05,702.2,706.9,700.7,706.4,9939,274742
9/19/05,705.9,711.3,704.9,711.1,7366,286166
9/20/05,712.9,717.8,710.1,714.8,10254,288720
9/21/05,712.9,715.6,710.3,712.9,8172,290775
9/22/05,716.2,721.9,715.7,719.9,9811,295992
9/23/05,713.1,713.1,708.9,710.3,8832,288492
9/26/05,709.3,710.4,705.6,706.9,6428,295617
9/27/05,712.4,713.8,709.8,710.4,5055,292564
9/28/05,708.9,710.3,707.6,710.2,5119,294757
9/29/05,716,719.6,714.8,716.1,6732,300826
9/30/05,719,720.2,714.3,714.5,4204,307094
10/3/05,714.4,715.1,710.1,712.1,6909,306404
10/4/05,711.9,715.6,711.3,715.4,3985,307469
10/5/05,712.3,713,709.7,711.1,3943,309938
10/6/05,712.1,713.3,710.4,712.7,5315,312572
10/7/05,717.9,721.4,717.6,720.7,5378,313308
10/10/05,720.8,724.9,719.9,722.8,6048,312041
10/11/05,720.8,723.3,720.3,720.9,3723,312609
10/12/05,722.5,726,721,725.1,5395,306623
10/13/05,718.8,719.9,715.7,717.4,6769,304738
10/14/05,717,717.7,714,714.8,4017,298356
10/17/05,714.5,718.5,714,717.4,3897,298375
10/18/05,719.1,719.9,717.1,717.7,4452,295460
10/19/05,717.3,717.4,712.7,714.3,6209,285281
10/20/05,708.7,710.3,707.5,709.2,5830,275951
10/21/05,706.4,712.1,705.6,711.4,4157,269232
10/24/05,711.3,712.1,708.1,710,5251,269076
10/25/05,710.1,713.1,709.2,711.9,3989,268504
10/26/05,717.9,719,716.6,717.1,4977,273126
10/27/05,716,718.8,714.8,718.1,5143,274546
10/28/05,718.5,719.5,717.4,717.9,3562,273827
10/31/05,717.6,718.5,716.2,717.3,3401,269633
11/1/05,709.4,711.2,709.4,710.9,3072,259195
11/2/05,703.7,706.4,703.1,704.1,5184,254642
11/3/05,707.5,709.5,706.9,708.4,2799,249737
11/4/05,705.1,706.2,700.1,700.8,2479,242618
11/7/05,700.9,702.1,700.1,701.5,3701,234049
11/8/05,703.3,703.8,700.6,702.7,3518,230297
11/9/05,705.2,707.2,704,706.3,3922,229927
11/10/05,710.4,711.7,709.4,711.3,4322,224043
11/11/05,710.5,713.3,708.6,712.9,3953,223548
11/14/05,712.5,714.7,712.3,712.8,4772,220686
11/15/05,711.9,712.1,710.1,711.7,3097,218879
11/16/05,711.9,716.9,711.2,716.6,9069,222174
11/17/05,721.8,726.5,720.9,725.9,10444,218722
11/18/05,729.7,732.5,727.9,729.6,6608,201349
11/21/05,728.1,733.4,727.9,731.7,4479,154148
11/22/05,732.2,738.8,732.2,736,9293,117416
11/23/05,735.8,738.2,731.4,732.2,8813,94344
11/28/05,739.3,742.2,739.2,740.1,13725,46035
11/29/05,741.6,745.2,737.2,739.1,7862,250356
11/30/05,742.3,742.9,734.5,737.3,8609,257586
12/1/05,736.5,740.7,732.8,739,7598,258899
12/2/05,745.2,749.3,744.9,746.7,9250,257010
12/5/05,746.4,750.7,745.3,748.5,6356,259121
12/6/05,751,753.3,748.6,749.1,5642,260880
12/7/05,752.5,756.1,750.6,754.7,7177,262917
12/8/05,756.4,761.1,756,758.4,8427,261184
12/9/05,761.6,768.9,761,768,9504,255366
12/12/05,769,783,767.2,779.6,13730,249199
12/13/05,769.1,770.4,763.1,769,14432,256066
12/14/05,763.4,763.7,752.2,753.7,14629,247287
12/15/05,748,748.9,741.2,745.6,13567,251518
12/16/05,745.6,747,734.7,744.7,17717,255302
12/19/05,744.2,750.5,742.1,749,6693,251284
12/20/05,745.4,749.9,744.3,747.2,5137,242100
12/21/05,736,736.2,730.9,734.6,10386,242364
12/22/05,734.3,737.9,734.1,737.3,4694,241462
12/23/05,744.4,745.6,743.2,744.4,3627,236415
12/27/05,745.3,749,743.8,747.8,2973,235245
12/28/05,748.9,752.3,748.2,751.5,4949,235990
12/29/05,754.5,758.6,754.3,758,3341,234000
12/30/05,756.6,758.9,753.2,758.2,4106,234381
1/3/06,758.4,764.8,756.1,762.8,7052,234882
1/4/06,771.2,776.2,771,773.6,7774,238910
1/5/06,774.8,775.3,768.8,769.2,6193,235054
1/6/06,766.3,780.3,763,779.3,7247,238821
1/9/06,780.3,784.5,778.5,780.6,7875,240104
1/10/06,789.7,791.6,782.5,782.8,8531,237523
1/11/06,783.5,784.9,779.5,783.5,6162,232164
1/12/06,788.6,789.7,785.1,788.2,4877,234004
1/13/06,787.5,796.2,783.7,795.4,5108,235828
1/17/06,799.5,804,792.6,793.4,12064,234995
1/18/06,792.9,796.8,781.6,786.4,13558,230090
1/19/06,783.1,790.5,779,787.8,12804,228749
1/20/06,797.6,800.6,791.5,792.3,10326,213602
1/23/06,792.5,797.9,787.8,796,9219,187684
1/24/06,797.3,798.6,794.4,794.5,5278,140641
1/25/06,796.8,802.7,795.2,801.8,8289,106014
1/26/06,800.9,802.2,795.6,796,9231,71774
1/27/06,798.7,800.8,794.1,797.4,6921,38576
1/30/06,797.7,800.8,796.1,800,3461,240512
1/31/06,805,814.3,805,809.3,7150,243190
2/1/06,808.7,813,804,806.7,86147,248300
2/2/06,808.2,811.4,805.7,810,6288,251773
2/3/06,809.7,811.5,804.4,805.3,3626,252200
2/6/06,807.2,810.7,804.4,807.6,4694,253674
2/7/06,807.7,808.6,803.8,804.2,5314,244484
2/8/06,788.3,788.5,782.9,783.7,12764,242350
2/9/06,787.6,797,786,795,12638,237699
2/10/06,801.8,806,787.4,787.9,11764,239252
2/13/06,787.2,789.1,780.2,785.4,10329,234823
2/14/06,775.6,779.9,771.5,779.2,10209,235486
2/15/06,782.5,784.7,779.4,781.8,6229,232878
2/16/06,776.3,778.3,772.3,775.7,5810,228297
2/17/06,781.8,789.5,780.3,788.9,8730,229614
2/21/06,791.4,793.2,786.8,789.7,7247,228141
2/22/06,790.6,791.4,786.3,786.5,3992,228123
2/23/06,789.8,792.1,786.9,788.5,6667,225147
2/24/06,785.2,795.4,783.3,794.7,5557,230493
2/27/06,794.7,795.4,791.5,792.4,4001,226341
2/28/06,790.9,793.1,788.8,792.2,3970,227402
3/1/06,796.8,800.4,796.1,798.7,7451,225934
3/2/06,799.3,800.2,797.4,798.9,3810,229001
3/3/06,804.3,806.2,800.3,800.7,8428,228195
3/6/06,801.2,803.9,800.3,801.5,3741,225452
3/7/06,790.2,793.5,788.5,789.5,7601,217063
3/8/06,787.7,789.1,780.8,781,8741,209388
3/9/06,777.6,782.5,774.4,781.5,8826,206962
3/10/06,780.5,781.9,775.1,776.2,5874,188354
3/13/06,775.9,780.1,775.1,778.1,7886,182240
3/14/06,781.5,781.7,777.2,778.1,5376,177478
3/15/06,786.7,788.1,785,787.2,4872,175662
3/16/06,788,789.2,784.9,787.6,5560,170165
3/17/06,789.1,790.7,787.8,788.2,5570,166065
3/20/06,788.9,790.9,787.5,788.2,3255,157880
3/21/06,794.4,794.9,790.2,792.6,318,92544
3/22/06,786.9,787.6,782.2,782.8,396,100907
3/23/06,785.2,785.6,781.7,782.8,5246,105495
3/24/06,784.9,794.2,782.7,794,3632,127936
3/27/06,795.1,798.6,792.7,797.4,2943,156404
3/28/06,801.1,801.5,797.2,799.3,2367,191448
3/29/06,800.4,800.7,794.1,796.9,5439,233541
3/30/06,806.7,814.4,805.2,812.5,14012,253413
3/31/06,819.8,823.3,815,816.7,10466,256942
4/3/06,816.5,821.5,815,819.8,6062,257663
4/4/06,822.8,822.9,818.2,822.1,7116,256458
4/5/06,820,820.5,815.5,818.9,5579,258586
4/6/06,821.3,830.6,820.7,828.1,10997,259565
4/7/06,827.9,831.8,821.3,821.4,6078,256617
4/10/06,822.2,831.3,821.3,828.9,9625,253488
4/11/06,830.2,837.1,828.7,831.3,12000,250020
4/12/06,828.1,832.4,825.8,828.9,7517,253612
4/13/06,830.1,831.7,825.9,828,6200,253884
4/17/06,831.7,838.8,829,837.4,7063,253334
4/18/06,847.3,851,845.7,848,11060,252275
4/19/06,852.7,859.6,850.8,856.7,12863,251032
4/20/06,867,877.7,865.7,872.2,19471,252024
4/21/06,850.9,867.7,841.9,867.2,17770,249231
4/24/06,871,873.3,854.5,859.7,12337,246542
4/25/06,851.7,860.1,849.7,859.3,8149,247277
4/26/06,861.9,865.2,860.2,863,5343,247523
4/27/06,871.3,874.2,861.7,861.7,10920,247205
4/28/06,865.5,886.1,862.7,885.4,6645,241960
5/1/06,885.5,892.7,880.7,887.7,6565,241138
5/2/06,888.9,892,883.9,891.4,8332,241127
5/3/06,896.2,907.7,895.2,903.2,12780,237889
5/4/06,897.7,899.7,891.5,893.7,9859,234009
5/5/06,905.3,915.7,904.2,914.1,10328,233100
5/8/06,913.1,916.9,906.4,906.8,9618,227073
5/9/06,908.7,913.7,908.2,912.2,7606,222506
5/10/06,930.7,935.5,928.7,931.4,9281,217216
5/11/06,933.3,943.6,929.9,939.8,12219,208423
5/12/06,951.6,960.7,940.8,944.7,14893,195831
5/15/06,944.4,950.2,914.3,920.7,23927,191382
5/16/06,913.3,917.1,904.2,912.5,12738,182084
5/17/06,921.8,948.7,914.8,939.6,19399,175413
5/18/06,920.2,921.9,907.8,916.5,12023,168093
5/19/06,908.9,917.6,886.3,886.4,10636,82593
5/23/06,886.4,892.4,880.2,887,1204,89251
5/24/06,903.3,903.5,889.7,890.6,2766,104023
5/25/06,865.9,877,865.9,869.3,3220,130205
5/26/06,877.4,884.1,877,882,3317,164462
5/30/06,881.9,883.7,876.7,881.2,6999,183806
5/31/06,882,886.5,878.8,882.5,5572,188688
6/1/06,871.8,873.3,856.2,857.4,9086,190284
6/2/06,855.9,865.8,846,865,7327,190361
6/5/06,864.1,872.9,862.5,871.1,7748,188779
6/6/06,870.2,871.4,859.7,860.6,8665,187691
6/7/06,856.5,857.5,843.3,845.7,8396,188254
6/8/06,854.6,858,842.7,845,9177,184042
6/9/06,837,840.7,827,833.6,20172,189442
6/12/06,832.4,836,827,831.1,12492,196645
6/13/06,832,833.7,812,814,13709,192616
6/14/06,791.4,796.6,768.4,791.9,21742,192917
6/15/06,784,802.2,779.1,798.2,10942,193887
6/16/06,793.6,811,793.2,805.6,11446,189585
6/19/06,805.7,810,791.1,793.3,5439,189168
6/20/06,794.5,798.1,786.3,794.6,6511,187696
6/21/06,802,804.7,798.4,799.2,4397,187072
6/22/06,813.5,820.3,810.2,811.8,10428,187027
6/23/06,806.2,810,799.6,807.8,5274,181290
6/26/06,809.4,812.2,807.4,809.1,3036,181460
6/27/06,809.6,815.9,808.6,811.3,4179,182310
6/28/06,806.8,809.2,803.3,809,5590,181754
6/29/06,803.1,807.6,803,805.7,2819,172121
6/30/06,811.5,840.5,809.8,839.4,12591,171650
7/5/06,849,854.5,847.3,853,5990,173572
7/6/06,851.3,853.3,845.9,848.3,2983,173413
7/7/06,858.1,858.1,852.1,853,4723,175155
7/10/06,853.9,856.7,845.2,846,5492,174075
7/11/06,847.5,855.9,845.1,855.5,4848,170697
7/12/06,864,871,862.8,869.3,6670,172163
7/13/06,871,877.5,868,874.9,8526,164377
7/14/06,877.1,890.7,877.1,887.1,11768,159586
7/17/06,890.3,899.5,885.1,885.7,11643,156425
7/18/06,873.3,877,864,873,8907,148110
7/19/06,853,856,840.9,849,10980,147871
7/20/06,865.1,868.5,859,864.5,5423,141378
7/21/06,854.9,855.4,842.1,843.8,9142,108641
7/24/06,844.1,845.1,834.3,836,1730,121957
7/25/06,835.6,846,833.2,843.2,1996,134980
7/26/06,840.1,841.6,836.3,839.2,1648,163242
7/27/06,844.1,856,843.8,854.9,3288,180314
7/28/06,855.1,859,849.3,856,4934,195456
7/31/06,856.3,860.6,853.2,856.8,4108,195793
8/1/06,855.6,858.7,852.2,854.6,3042,200172
8/2/06,867.6,872.9,866.1,868.4,5504,202873
8/3/06,873.1,873.7,864.5,866.1,3906,202987
8/4/06,866.6,868.6,864.1,867.1,2984,204655
8/7/06,864.9,871.8,864.6,867.2,4217,206975
8/8/06,868.1,869.9,862.6,864.2,2873,205546
8/9/06,866.1,869.5,855.4,866.7,7404,209973
8/10/06,872.1,874.2,867.4,870.7,4766,209986
8/11/06,854.8,861.9,850.7,851.6,5832,207287
8/14/06,852.7,852.9,843.2,844.9,4972,204750
8/15/06,846.5,847.4,843.7,844.1,3854,206428
8/16/06,842,848.4,841.2,844.8,3111,200629
8/17/06,847.5,850.4,846.4,848.4,2825,200938
8/18/06,834.1,835.6,830.7,832.8,4916,200009
8/21/06,833.6,841.1,830.7,840.6,4827,199326
8/22/06,845.1,848.3,842.2,842.7,4190,197937
8/23/06,842.1,844.3,839.7,843.9,3465,199485
8/24/06,841.9,844.1,838.4,844,3751,198376
8/25/06,838.4,841.4,835.9,840.3,2742,198601
8/28/06,840.6,841.8,838.8,840.4,2138,199427
8/29/06,832.5,835.4,830.6,834.6,2353,197359
8/30/06,828.8,834.1,828.6,832,3784,199709
8/31/06,835.7,841.1,835.1,840.3,2969,202248
9/1/06,842.7,845,840,842.9,3843,202288
9/5/06,844.6,849,840.7,848.4,4820,210678
9/6/06,856,857.6,852,852.3,3881,210586
9/7/06,850.1,853.1,848.3,848.3,3554,207260
9/8/06,834.8,835.8,826.4,826.8,7909,203608
9/11/06,826.8,828.1,808.8,812.6,10595,202851
9/12/06,806.7,816.1,800.6,810.6,7405,201433
9/13/06,802.3,806.4,794.7,801.1,7914,203134
9/14/06,805.3,810.9,802.6,810.1,3545,201982
9/15/06,794.6,794.6,788.2,793.5,6095,200562
9/18/06,795.1,799.7,792.1,796.4,3458,200227
9/19/06,802.8,804.3,796.5,796.9,3444,198481
9/20/06,791.7,791.7,787.4,791.1,4428,198056
9/21/06,795.6,797.5,789.5,797.1,4654,196428
9/22/06,798.6,807.3,797.8,803.6,6706,193684
9/25/06,804.6,805.9,800,803,4137,192303
9/26/06,804.8,808.6,801.7,802,3734,191794
9/27/06,805.2,811.8,804.5,808.9,4569,192206
9/28/06,813.6,819.4,813.1,816.5,7435,193705
9/29/06,820.2,820.6,812.8,813.5,4809,195614
10/2/06,813.1,817.5,811.9,815.4,2720,194767
10/3/06,812,812.4,805.7,806.2,3901,198162
10/4/06,789.9,793.9,787.6,792.6,6403,196299
10/5/06,776.4,786.4,776.1,786.1,7200,196835
10/6/06,785.3,787.6,782.4,787.1,3206,196464
10/9/06,787.6,794.3,785.9,790.6,4089,198342
10/10/06,791.7,794.6,786.1,786.1,3547,197516
10/11/06,785.5,788.9,783.6,786.3,3192,195579
10/12/06,785.3,789.8,784.4,787.6,1977,194172
10/13/06,789.4,803.1,788.5,802.7,6551,191248
10/16/06,804.6,806.4,801.6,804.1,4091,192450
10/17/06,808.2,810.7,807.3,808.9,4395,191923
10/18/06,802.8,807.9,800.8,805.3,4849,191977
10/19/06,801.6,804.5,799.3,801.1,3065,188336
10/20/06,811.5,815.1,803.6,803.7,4180,188413
10/23/06,804.6,805.5,798.9,798.9,5149,187990
10/24/06,792.6,794,789.6,792.4,4301,184015
10/25/06,796.3,798.6,792.8,795.1,3299,183906
10/26/06,799.6,805.5,798.9,802.6,4080,186657
10/27/06,808.2,811.7,803.6,811.2,3788,183492
10/30/06,811.7,817.3,809.1,813.7,7006,182595
10/31/06,815.6,816.6,810.1,812.6,4840,181329
11/1/06,816.6,823.4,816.6,822.1,5860,175692
11/2/06,829.5,830.9,825.6,827.8,5605,178466
11/3/06,835.5,840,833.1,837.9,4742,181352
11/6/06,837.8,841.3,834.6,834.7,3254,180441
11/7/06,834.9,838.1,832.8,836.1,4383,178595
11/8/06,837.6,838.3,829.5,831.3,5853,174021
11/9/06,826.5,832.5,823.6,831.9,5023,173585
11/10/06,845.7,847.1,837.1,839.1,3954,166375
11/13/06,838,843,832.1,832.6,4954,163779
11/14/06,835.8,837.6,832.3,834.9,2569,155417
11/15/06,833.3,833.7,825.8,828.2,4323,150166
11/16/06,833,836.6,831.9,836.5,1968,147819
11/17/06,830.8,832,825.3,831.1,5511,142860
11/20/06,831.6,834.1,830.5,833.6,2210,130508
11/21/06,830.4,835.5,830.4,834.8,2619,118773
11/22/06,831.7,832.9,829.1,832.3,2226,132787
11/23/06,838.7,840.2,838.3,839.9,311,118773
11/24/06,838.7,849.6,838.1,838.1,7343,130445
11/27/06,849.5,850.9,846,846.9,3080,152240
11/28/06,849.8,850.7,846,848,6311,183639
11/29/06,847.4,849.5,843.6,844.9,3187,183639
11/30/06,844.6,849.2,843.9,848.8,2422,205008
12/1/06,857.7,857.7,851.9,853.9,3371,207827
12/4/06,853.9,856.6,847.2,854.2,21102,194195
12/5/06,854.2,854.2,846.4,850,22219,198858
12/6/06,850.2,851.5,834.2,838.4,31931,198858
12/7/06,838.4,841.7,831.9,841.2,32156,195905
12/8/06,841.2,845.5,830.9,831.7,38252,196577
12/11/06,832.2,837.8,830,837.2,27004,196980
12/12/06,837.6,838.2,833.6,836.9,19803,196549
12/13/06,835.2,837.5,830.3,834.8,26509,195166
12/14/06,834.5,836.7,831.7,831.8,18213,195173
12/15/06,832.1,835.9,820.2,821.7,42612,194806
12/18/06,821.8,824.6,817.9,820.6,30449,195416
12/19/06,821.5,829.2,821,828.1,25298,195487
12/20/06,829.1,830.6,824.8,827,24570,194401
12/21/06,826.5,828.1,823.3,824.3,18864,196268
12/22/06,823.6,827.3,823.6,825,9612,195022
12/26/06,827.7,835.1,827.4,829.6,19236,193179
12/27/06,829.8,834.7,829.2,833,17447,192007
12/28/06,832.1,840.9,831.9,839.6,22598,187647
12/29/06,839.8,841.8,837.2,840.7,13623,188214
1/2/07,841.9,846.2,840.7,840.7,11591,188226
1/3/07,845.7,850,829.7,832.5,64319,191351
1/4/07,832,835.5,825.1,828.9,39867,185850
1/5/07,826.3,830.6,805.8,809.6,72681,179246
1/8/07,812,815.1,807.7,812.1,34837,176228
1/9/07,813.7,820.1,809.7,817.7,40744,172104
1/10/07,817.5,817.8,808.9,816.1,40511,163332
1/11/07,814.7,819.7,812.6,816.6,38618,160520
1/12/07,814.2,831.5,813.4,829.6,51172,147960
1/16/07,829.6,831.7,826,828.6,49537,144722
1/17/07,828.1,837.5,823.3,836,48349,143625
1/18/07,835.7,840.1,829.5,830.8,45736,141565
1/19/07,830.2,839.7,829.7,839.1,39881,75042
1/22/07,838.4,842.9,834.9,836.8,5623,84743
1/23/07,835.2,851,834.9,848.7,14453,112472
1/24/07,849.4,851.9,841.7,851,25748,136049
1/25/07,850.9,857.7,847.8,850.9,20781,152978
1/26/07,848.1,850.8,843.4,847.2,21234,165911
1/29/07,848.4,850.4,843.1,845.6,31466,184122
1/30/07,845,849.9,843.3,846.7,33508,197635
1/31/07,848.3,857.2,844.1,854.4,63242,203450
2/1/07,855,863.7,853.9,859.5,50870,209926
2/2/07,858.9,861.8,844.6,848,66142,209863
2/5/07,849.6,853.9,847.7,852.6,30690,210530
2/6/07,849.6,860.2,849.5,855.2,45360,211730
2/7/07,854.7,858.5,851.5,853.8,36480,212867
2/8/07,853,862.6,849,859.3,58946,216560
2/9/07,861.6,870.4,858.1,868.8,60589,224693
2/12/07,869.9,870,860.6,863.8,47625,225109
2/13/07,862.6,870.4,861.6,865,46676,227786
2/14/07,865.5,873.1,864.5,868.5,50453,231086
2/15/07,870.2,871.5,863,867.9,46167,232309
2/16/07,870.6,870.6,863.2,869.3,36794,237232
2/19/07,869.7,874.3,868.1,870.8,10768,232309
2/20/07,869.7,874.3,855.6,857.5,65131,237232
2/21/07,857.3,882.9,857.1,880.5,86106,239255
2/22/07,879.2,881.2,875.2,879.5,54315,237128
2/23/07,877.7,888.4,872.7,883.2,67491,238989
2/26/07,881.1,888.2,881.1,886.3,48976,241871
2/27/07,886.4,889,856.5,883.7,112554,241133
2/28/07,865.9,877,860.5,869,87389,240313
3/1/07,869.3,876.7,860.7,861.6,86643,233289
3/2/07,863.3,864.7,837.8,840.6,106808,212626
3/5/07,842.1,843.5,831.6,835.7,86615,204675
3/6/07,834.9,846.5,831,842.7,118446,152978
3/7/07,845.6,850.2,841,848,114669,152978
3/8/07,847.7,854.2,845.5,850.1,95664,152978
3/9/07,850.2,856.2,845.3,846.6,123501,174744
3/12/07,847.4,851.9,843.3,846.8,57306,169195
3/13/07,848.7,850.3,839.3,845.9,51744,167215
3/14/07,840.5,843.5,834.1,839,74991,160446
3/15/07,841.6,847.7,841,843.6,45777,157476
3/16/07,843.7,853,843.3,850.4,49665,157124
3/19/07,850.4,853.6,849,850.8,33209,153682
3/20/07,850.9,858.4,849.8,855.5,56375,136764
3/21/07,855.5,862.1,854,856.5,45803,136764
3/22/07,862,863.9,858.9,860.7,8670,106464
